risk_budget,method,seed,mean_success,ci95_success,mean_valid_invariance_retention,ci95_valid_invariance_retention,mean_invalid_invariance_rejection,ci95_invalid_invariance_rejection,mean_action_equivalence_f1,ci95_action_equivalence_f1,mean_false_invariance_acceptance,ci95_false_invariance_acceptance,mean_contact_frame_violation,ci95_contact_frame_violation,mean_affordance_violation,ci95_affordance_violation,mean_temporal_order_violation,ci95_temporal_order_violation,mean_unsafe_action,ci95_unsafe_action,mean_calibration_ece,ci95_calibration_ece,mean_intervention_cost,ci95_intervention_cost,mean_observation_equivalence_score,ci95_observation_equivalence_score,mean_action_equivalence_score,ci95_action_equivalence_score,mean_physical_validity_margin,ci95_physical_validity_margin,mean_over_invariance_rate,ci95_over_invariance_rate,mean_regret_to_oracle,ci95_regret_to_oracle,mean_utility,ci95_utility,mean_coverage,ci95_coverage,mean_risk_score,ci95_risk_score,groups
0.12,action_equivalence_invariance_audit_v5,7,0.678486,0.040854,0.625,0.040051,0.833333,0.035822,0.616667,0.036476,0.045833,0.016411,0.022917,0.013927,0.016667,0.012464,0.00625,0.006982,0.020833,0.012155,0.05625,0.019224,0.229167,0.038272,0.639583,0.039603,0.664583,0.047029,0.820833,0.037559,0.03125,0.014345,0.0,0.0,0.769087,0.039997,0.856917,0.034813,0.024792,0.006602,80
0.12,action_equivalence_invariance_audit_v5,8,0.709167,0.040547,0.5875,0.037198,0.783333,0.036476,0.63125,0.043368,0.039583,0.01564,0.010417,0.008896,0.010417,0.008896,0.008333,0.00801,0.016667,0.011026,0.033333,0.014701,0.210417,0.037093,0.69375,0.040862,0.672917,0.040862,0.789583,0.03973,0.03125,0.015477,0.0,0.0,0.789611,0.036661,0.870833,0.032082,0.019042,0.005574,80
0.12,action_equivalence_invariance_audit_v5,9,0.702193,0.037556,0.577083,0.041068,0.789583,0.034743,0.654167,0.044551,0.033333,0.017817,0.016667,0.012464,0.014583,0.010385,0.0125,0.011291,0.020833,0.014672,0.039583,0.01564,0.21875,0.036566,0.66875,0.044444,0.689583,0.041801,0.789583,0.038434,0.029167,0.013965,0.0,0.0,0.789875,0.033514,0.883917,0.031278,0.021083,0.007055,80
0.12,affordance_graph_verifier,0,0.527055,0.043156,0.458333,0.04368,0.5625,0.041245,0.491667,0.042266,0.116667,0.028705,0.077083,0.024616,0.039583,0.021148,0.054167,0.018169,0.066667,0.023676,0.122917,0.026467,0.183333,0.035156,0.477083,0.048877,0.539583,0.045847,0.597917,0.041781,0.116667,0.034575,0.0,0.0,0.557586,0.045761,0.710946,0.042009,0.074708,0.014535,80
0.12,affordance_graph_verifier,1,0.482795,0.040022,0.445833,0.043008,0.564583,0.047029,0.464583,0.043755,0.147917,0.032352,0.060417,0.021148,0.052083,0.020622,0.047917,0.01762,0.077083,0.02392,0.129167,0.031816,0.208333,0.033634,0.49375,0.040027,0.497917,0.052137,0.641667,0.041132,0.127083,0.030883,0.0,0.0,0.51104,0.042411,0.684004,0.04878,0.083583,0.013121,80
0.12,affordance_graph_verifier,2,0.468385,0.03623,0.43125,0.039709,0.572917,0.043426,0.5,0.036753,0.135417,0.036796,0.066667,0.025062,0.039583,0.019486,0.035417,0.016119,0.058333,0.020214,0.114583,0.028227,0.189583,0.036171,0.508333,0.048931,0.472917,0.042083,0.658333,0.044598,0.114583,0.028227,0.0,0.0,0.501323,0.037415,0.669825,0.04018,0.072583,0.012835,80
0.12,affordance_graph_verifier,3,0.48955,0.037893,0.460417,0.052056,0.566667,0.043331,0.504167,0.043477,0.15,0.034673,0.052083,0.018914,0.039583,0.016685,0.047917,0.021108,0.058333,0.023317,0.108333,0.026053,0.23125,0.038324,0.51875,0.043484,0.48125,0.045384,0.629167,0.043477,0.1125,0.030069,0.0,0.0,0.514699,0.039037,0.663954,0.041753,0.074958,0.013823,80
0.12,affordance_graph_verifier,4,0.471411,0.033943,0.464583,0.04452,0.58125,0.048617,0.49375,0.043659,0.122917,0.032221,0.070833,0.027117,0.039583,0.017668,0.035417,0.017134,0.08125,0.022502,0.122917,0.024478,0.175,0.033332,0.460417,0.043192,0.48125,0.042701,0.635417,0.042343,0.15,0.036569,0.0,0.0,0.505997,0.034341,0.672533,0.042117,0.077208,0.013393,80
0.12,affordance_graph_verifier,5,0.500111,0.037703,0.470833,0.043008,0.577083,0.040237,0.527083,0.04327,0.133333,0.034575,0.060417,0.021148,0.027083,0.013558,0.039583,0.016685,0.047917,0.018554,0.10625,0.027407,0.185417,0.034376,0.483333,0.047424,0.458333,0.042505,0.635417,0.045048,0.135417,0.031879,0.0,0.0,0.533501,0.037949,0.654983,0.042381,0.066333,0.01188,80
0.12,affordance_graph_verifier,6,0.486722,0.038907,0.439583,0.047653,0.570833,0.048888,0.489583,0.040405,0.114583,0.032663,0.0875,0.026614,0.045833,0.018353,0.0375,0.016411,0.075,0.023889,0.1125,0.032237,0.208333,0.036057,0.464583,0.054107,0.504167,0.038536,0.641667,0.041945,0.15,0.037481,0.0,0.0,0.520143,0.04005,0.696546,0.038452,0.077583,0.013825,80
0.12,affordance_graph_verifier,7,0.485658,0.035555,0.41875,0.047208,0.591667,0.041459,0.514583,0.039496,0.139583,0.0331,0.05625,0.020083,0.04375,0.018139,0.039583,0.020334,0.072917,0.025226,0.116667,0.028111,0.25,0.038982,0.4625,0.040668,0.464583,0.042183,0.627083,0.041599,0.108333,0.031348,0.0,0.0,0.515677,0.038833,0.650754,0.04486,0.07725,0.014858,80
0.12,affordance_graph_verifier,8,0.517931,0.043884,0.485417,0.043948,0.6125,0.041814,0.520833,0.039573,0.1125,0.029503,0.05625,0.022464,0.05,0.017817,0.03125,0.014345,0.054167,0.022337,0.09375,0.027774,0.172917,0.034596,0.5125,0.046407,0.508333,0.040219,0.610417,0.043075,0.129167,0.03128,0.0,0.0,0.559042,0.04474,0.696508,0.039838,0.065125,0.012323,80
0.12,affordance_graph_verifier,9,0.49845,0.035309,0.427083,0.051599,0.59375,0.041027,0.475,0.045794,0.114583,0.031613,0.066667,0.02143,0.045833,0.020932,0.041667,0.01883,0.06875,0.021504,0.089583,0.027222,0.222917,0.038958,0.489583,0.045142,0.4875,0.045674,0.633333,0.047708,0.110417,0.029599,0.0,0.0,0.53438,0.038859,0.676583,0.043917,0.072458,0.012796,80
0.12,aggressive_augmentation_policy,0,0.274313,0.027854,0.508333,0.043835,0.25625,0.036727,0.339583,0.04592,0.270833,0.045895,0.120833,0.030182,0.102083,0.029911,0.08125,0.031291,0.1625,0.030736,0.135417,0.032404,0.1875,0.035999,0.583333,0.040678,0.2375,0.038448,0.089583,0.025293,0.297917,0.051222,0.0,0.0,0.225847,0.028393,0.266629,0.03958,0.161583,0.020442,80
0.12,aggressive_augmentation_policy,1,0.260908,0.022415,0.483333,0.047779,0.283333,0.041255,0.364583,0.041538,0.233333,0.047779,0.139583,0.029883,0.145833,0.034071,0.077083,0.025293,0.145833,0.032027,0.197917,0.038148,0.147917,0.030746,0.583333,0.042306,0.216667,0.034575,0.122917,0.031155,0.314583,0.047208,0.0,0.0,0.21503,0.024448,0.248438,0.037681,0.157458,0.021843,80
0.12,aggressive_augmentation_policy,2,0.270815,0.028428,0.535417,0.046378,0.23125,0.035583,0.35625,0.040571,0.277083,0.047546,0.116667,0.028111,0.097917,0.028286,0.060417,0.020334,0.127083,0.036404,0.1375,0.031172,0.145833,0.031496,0.60625,0.046578,0.220833,0.034758,0.1125,0.031709,0.254167,0.047911,0.0,0.0,0.226431,0.030355,0.260062,0.039377,0.148542,0.02174,80
0.12,aggressive_augmentation_policy,3,0.263469,0.030806,0.477083,0.042203,0.25625,0.036264,0.345833,0.038885,0.277083,0.044235,0.125,0.028764,0.120833,0.027241,0.064583,0.02054,0.179167,0.03524,0.14375,0.031155,0.1875,0.030955,0.64375,0.049221,0.241667,0.038503,0.110417,0.030164,0.345833,0.05287,0.0,0.0,0.212289,0.031728,0.261263,0.040918,0.169833,0.019528,80
0.12,aggressive_augmentation_policy,4,0.243808,0.028084,0.522917,0.042602,0.23125,0.036054,0.385417,0.046704,0.25625,0.045736,0.116667,0.03204,0.11875,0.029168,0.075,0.023172,0.147917,0.034864,0.195833,0.035716,0.183333,0.035633,0.625,0.048096,0.229167,0.035999,0.10625,0.02977,0.333333,0.051651,0.0,0.0,0.199908,0.029038,0.261017,0.039634,0.154875,0.021015,80
0.12,aggressive_augmentation_policy,5,0.272997,0.029244,0.5625,0.044778,0.279167,0.039744,0.385417,0.04486,0.275,0.043912,0.102083,0.027561,0.110417,0.032326,0.066667,0.022952,0.139583,0.030443,0.195833,0.036649,0.170833,0.03581,0.6625,0.04648,0.239583,0.036681,0.13125,0.030581,0.333333,0.05326,0.0,0.0,0.229236,0.03097,0.281117,0.039756,0.151917,0.0199,80
0.12,aggressive_augmentation_policy,6,0.259093,0.033751,0.529167,0.04417,0.279167,0.040998,0.339583,0.04665,0.252083,0.044634,0.13125,0.033732,0.122917,0.028906,0.070833,0.023081,0.13125,0.032195,0.129167,0.03286,0.179167,0.032237,0.602083,0.044823,0.220833,0.034758,0.110417,0.028435,0.29375,0.050742,0.0,0.0,0.217543,0.036402,0.258725,0.040482,0.151667,0.019812,80
0.12,aggressive_augmentation_policy,7,0.240292,0.028434,0.5375,0.047557,0.25,0.046124,0.345833,0.040998,0.222917,0.044615,0.104167,0.024223,0.089583,0.029023,0.06875,0.024444,0.141667,0.037705,0.15,0.034673,0.18125,0.030856,0.602083,0.046668,0.222917,0.040655,0.127083,0.034006,0.345833,0.050918,0.0,0.0,0.203405,0.029384,0.273413,0.042951,0.137333,0.020426,80
0.12,aggressive_augmentation_policy,8,0.253301,0.02792,0.541667,0.04368,0.23125,0.037881,0.335417,0.048094,0.245833,0.045748,0.129167,0.028454,0.116667,0.027503,0.075,0.024586,0.152083,0.036381,0.15,0.031616,0.1875,0.034563,0.602083,0.040882,0.21875,0.038806,0.1125,0.029503,0.304167,0.04677,0.0,0.0,0.207366,0.030022,0.251804,0.043334,0.155542,0.020702,80
0.12,aggressive_augmentation_policy,9,0.273692,0.027152,0.485417,0.045086,0.241667,0.040219,0.345833,0.036186,0.26875,0.048791,0.1,0.02823,0.102083,0.026307,0.091667,0.027809,0.15,0.031077,0.172917,0.0331,0.170833,0.031816,0.566667,0.046707,0.239583,0.040195,0.116667,0.031509,0.275,0.048654,0.0,0.0,0.227362,0.027958,0.277379,0.041143,0.154833,0.018717,80
0.12,causal_representation_proxy,0,0.421659,0.034794,0.489583,0.042043,0.535417,0.042582,0.45,0.043253,0.154167,0.036649,0.083333,0.024655,0.064583,0.022874,0.04375,0.017183,0.070833,0.0245,0.122917,0.028316,0.214583,0.040342,0.510417,0.047333,0.435417,0.042898,0.520833,0.045526,0.16875,0.035105,0.0,0.0,0.435734,0.036639,0.598046,0.045107,0.088833,0.01494,80
0.12,causal_representation_proxy,1,0.454124,0.041892,0.489583,0.038697,0.522917,0.044158,0.4125,0.046115,0.183333,0.033685,0.108333,0.028528,0.072917,0.021622,0.039583,0.019486,0.06875,0.025125,0.108333,0.030251,0.197917,0.036334,0.54375,0.042602,0.460417,0.045477,0.5,0.04792,0.147917,0.03675,0.0,0.0,0.461985,0.044585,0.613783,0.046644,0.100542,0.013697,80
0.12,causal_representation_proxy,2,0.479494,0.039188,0.502083,0.048443,0.566667,0.043719,0.475,0.047246,0.195833,0.039317,0.097917,0.028877,0.060417,0.021148,0.054167,0.021568,0.0875,0.026614,0.091667,0.028409,0.183333,0.032146,0.514583,0.043172,0.477083,0.046758,0.491667,0.046453,0.179167,0.040166,0.0,0.0,0.489523,0.041726,0.620437,0.048815,0.107042,0.016158,80
0.12,causal_representation_proxy,3,0.457706,0.039339,0.445833,0.044551,0.504167,0.04648,0.491667,0.048236,0.158333,0.033332,0.077083,0.022464,0.04375,0.018139,0.064583,0.022123,0.089583,0.027835,0.108333,0.031348,0.2125,0.037649,0.522917,0.04853,0.429167,0.042614,0.485417,0.048687,0.14375,0.037093,0.0,0.0,0.468965,0.041249,0.589567,0.043801,0.0935,0.013291,80
0.12,causal_representation_proxy,4,0.444716,0.03757,0.477083,0.040986,0.504167,0.047201,0.4625,0.047557,0.166667,0.035348,0.079167,0.025313,0.052083,0.021425,0.04375,0.018139,0.1,0.02823,0.125,0.029915,0.191667,0.037705,0.539583,0.048356,0.504167,0.044247,0.529167,0.040998,0.183333,0.037481,0.0,0.0,0.460125,0.040219,0.659258,0.04675,0.097833,0.015333,80
0.12,causal_representation_proxy,5,0.447617,0.038508,0.464583,0.042976,0.54375,0.048877,0.491667,0.038503,0.195833,0.036649,0.077083,0.023204,0.041667,0.016942,0.041667,0.01883,0.0625,0.022033,0.114583,0.027004,0.204167,0.033872,0.475,0.049,0.43125,0.043368,0.489583,0.044766,0.141667,0.032407,0.0,0.0,0.459665,0.039025,0.591683,0.043498,0.091292,0.013213,80
0.12,causal_representation_proxy,6,0.418729,0.037774,0.483333,0.044485,0.51875,0.043484,0.464583,0.042976,0.160417,0.034105,0.06875,0.022276,0.070833,0.0245,0.039583,0.019486,0.083333,0.027869,0.095833,0.023801,0.160417,0.034596,0.572917,0.044197,0.429167,0.041814,0.5125,0.045303,0.1625,0.038095,0.0,0.0,0.432138,0.038657,0.590858,0.041685,0.091958,0.014246,80
0.12,causal_representation_proxy,7,0.417904,0.036403,0.4875,0.044928,0.554167,0.040998,0.464583,0.039282,0.164583,0.032612,0.085417,0.02465,0.064583,0.02054,0.052083,0.023672,0.091667,0.025263,0.116667,0.029287,0.175,0.036707,0.541667,0.048096,0.404167,0.048888,0.479167,0.045895,0.160417,0.035559,0.0,0.0,0.425151,0.038568,0.552421,0.049014,0.098958,0.015231,80
0.12,causal_representation_proxy,8,0.431764,0.043268,0.447917,0.040924,0.541667,0.040051,0.447917,0.047064,0.154167,0.032237,0.083333,0.02533,0.058333,0.021033,0.05,0.01874,0.102083,0.03047,0.083333,0.028469,0.18125,0.031932,0.48125,0.040675,0.420833,0.047557,0.508333,0.05259,0.164583,0.038762,0.0,0.0,0.439688,0.045073,0.571929,0.046022,0.097958,0.014964,80
0.12,causal_representation_proxy,9,0.453296,0.045649,0.458333,0.040051,0.495833,0.043477,0.464583,0.040965,0.141667,0.032407,0.079167,0.023942,0.047917,0.021108,0.035417,0.016119,0.0875,0.024637,0.108333,0.030805,0.185417,0.038103,0.5125,0.047486,0.4375,0.042851,0.5,0.046124,0.135417,0.03343,0.0,0.0,0.467182,0.048293,0.599471,0.043901,0.086417,0.013372,80
0.12,conformal_shift_filter,0,0.464331,0.037645,0.429167,0.04417,0.535417,0.040551,0.48125,0.047918,0.133333,0.031509,0.064583,0.021347,0.070833,0.023081,0.0375,0.019251,0.072917,0.02385,0.102083,0.025657,0.23125,0.039196,0.45,0.049446,0.464583,0.040965,0.55625,0.0479,0.147917,0.031826,0.0,0.0,0.484556,0.040201,0.637554,0.039037,0.081333,0.014052,80
0.12,conformal_shift_filter,1,0.52186,0.039408,0.43125,0.042582,0.575,0.052268,0.4625,0.048957,0.125,0.026945,0.072917,0.021622,0.045833,0.019251,0.01875,0.011613,0.047917,0.019442,0.091667,0.026567,0.220833,0.038448,0.4375,0.046986,0.4875,0.047486,0.585417,0.048617,0.114583,0.031074,0.0,0.0,0.551097,0.041527,0.671562,0.047317,0.067083,0.011862,80
0.12,conformal_shift_filter,2,0.484957,0.035814,0.427083,0.049256,0.545833,0.045748,0.458333,0.043292,0.172917,0.037859,0.0625,0.019599,0.04375,0.020745,0.060417,0.021932,0.047917,0.016634,0.114583,0.028227,0.254167,0.034367,0.41875,0.043484,0.458333,0.0452,0.59375,0.045699,0.16875,0.036054,0.0,0.0,0.503092,0.037186,0.635821,0.043823,0.081375,0.014631,80
0.12,conformal_shift_filter,3,0.495143,0.038868,0.475,0.051355,0.529167,0.040584,0.466667,0.044409,0.166667,0.034867,0.070833,0.0245,0.058333,0.021821,0.033333,0.014701,0.045833,0.019251,0.1,0.027008,0.2,0.035538,0.425,0.04105,0.545833,0.040668,0.560417,0.043581,0.127083,0.032482,0.0,0.0,0.520478,0.039307,0.719475,0.03916,0.079833,0.012494,80
0.12,conformal_shift_filter,4,0.470277,0.039127,0.4625,0.044247,0.572917,0.043813,0.46875,0.047243,0.145833,0.037379,0.05625,0.023204,0.070833,0.02077,0.045833,0.019251,0.052083,0.019787,0.1125,0.026487,0.229167,0.035526,0.477083,0.045291,0.466667,0.043642,0.585417,0.044254,0.15,0.035633,0.0,0.0,0.49436,0.040937,0.643179,0.041234,0.077583,0.014627,80
0.12,conformal_shift_filter,5,0.495031,0.033917,0.416667,0.041905,0.560417,0.038214,0.514583,0.041983,0.147917,0.035819,0.060417,0.020334,0.045833,0.019251,0.039583,0.019486,0.058333,0.023317,0.10625,0.030332,0.202083,0.034228,0.485417,0.045828,0.4625,0.046115,0.589583,0.045366,0.145833,0.032027,0.0,0.0,0.520225,0.034732,0.637962,0.041889,0.075958,0.013995,80
0.12,conformal_shift_filter,6,0.481362,0.042051,0.4375,0.044399,0.55625,0.046831,0.475,0.041541,0.13125,0.031128,0.083333,0.023245,0.066667,0.022952,0.047917,0.020292,0.04375,0.019048,0.0875,0.024637,0.19375,0.036956,0.43125,0.040132,0.458333,0.046307,0.572917,0.045328,0.129167,0.036741,0.0,0.0,0.506795,0.042961,0.638383,0.047894,0.076042,0.012806,80
0.12,conformal_shift_filter,7,0.465813,0.039393,0.441667,0.049,0.570833,0.047486,0.483333,0.042146,0.170833,0.043864,0.06875,0.023021,0.045833,0.019251,0.03125,0.018462,0.066667,0.02143,0.10625,0.026784,0.222917,0.037184,0.454167,0.045377,0.420833,0.043477,0.533333,0.046634,0.139583,0.036031,0.0,0.0,0.480854,0.039973,0.587312,0.044646,0.084458,0.013943,80
0.12,conformal_shift_filter,8,0.460615,0.041497,0.45,0.046995,0.558333,0.046161,0.49375,0.045551,0.135417,0.030801,0.060417,0.022689,0.0625,0.023515,0.035417,0.017134,0.064583,0.018825,0.108333,0.02793,0.216667,0.037391,0.429167,0.049232,0.477083,0.047475,0.597917,0.044898,0.120833,0.03128,0.0,0.0,0.487059,0.042862,0.663442,0.047398,0.077,0.012354,80
0.12,conformal_shift_filter,9,0.476375,0.042707,0.4375,0.047344,0.575,0.041459,0.452083,0.043948,0.14375,0.036171,0.05,0.020463,0.060417,0.019486,0.047917,0.021893,0.060417,0.021932,0.1,0.027626,0.235417,0.037523,0.445833,0.043399,0.458333,0.047388,0.58125,0.045384,0.13125,0.032715,0.0,0.0,0.497257,0.043958,0.638196,0.048556,0.077042,0.013881,80
0.12,contact_frame_verifier,0,0.503627,0.039711,0.472917,0.040446,0.60625,0.043967,0.475,0.049,0.14375,0.034743,0.047917,0.01762,0.05625,0.020907,0.039583,0.017668,0.058333,0.021033,0.089583,0.024616,0.216667,0.039584,0.508333,0.040636,0.5,0.043097,0.658333,0.046453,0.11875,0.029168,0.0,0.0,0.539157,0.039733,0.695571,0.041448,0.074375,0.013166,80
0.12,contact_frame_verifier,1,0.524693,0.037694,0.445833,0.04417,0.554167,0.044551,0.5,0.043873,0.141667,0.031882,0.052083,0.020622,0.041667,0.016942,0.041667,0.01883,0.054167,0.019941,0.095833,0.025842,0.208333,0.038327,0.458333,0.048446,0.477083,0.050908,0.6125,0.040998,0.114583,0.033176,0.0,0.0,0.554439,0.039863,0.664687,0.048451,0.071292,0.012094,80
0.12,contact_frame_verifier,2,0.489392,0.039877,0.45625,0.042602,0.5875,0.046115,0.539583,0.042799,0.145833,0.034563,0.052083,0.021425,0.052083,0.021425,0.045833,0.017409,0.064583,0.022123,0.09375,0.02716,0.220833,0.040584,0.49375,0.048773,0.5,0.042703,0.620833,0.047557,0.139583,0.037859,0.0,0.0,0.524078,0.04163,0.687537,0.042719,0.077583,0.013091,80
0.12,contact_frame_verifier,3,0.501882,0.037942,0.45625,0.049563,0.56875,0.043368,0.495833,0.046842,0.110417,0.030719,0.060417,0.023421,0.060417,0.022689,0.0375,0.018353,0.079167,0.023942,0.097917,0.027683,0.216667,0.037839,0.514583,0.04433,0.527083,0.045551,0.577083,0.050974,0.15625,0.04082,0.0,0.0,0.534475,0.040587,0.703246,0.047058,0.075292,0.012896,80
0.12,contact_frame_verifier,4,0.478732,0.035077,0.458333,0.0452,0.570833,0.048192,0.50625,0.04665,0.1125,0.030626,0.066667,0.023676,0.066667,0.022204,0.041667,0.015914,0.064583,0.0236,0.089583,0.027835,0.216667,0.038283,0.504167,0.04648,0.445833,0.044551,0.595833,0.047486,0.13125,0.030581,0.0,0.0,0.508135,0.037592,0.628496,0.044101,0.074042,0.01305,80
0.12,contact_frame_verifier,5,0.517887,0.041472,0.472917,0.04168,0.5875,0.046842,0.516667,0.044863,0.11875,0.034474,0.05625,0.020083,0.058333,0.021033,0.04375,0.021543,0.0625,0.019599,0.108333,0.026693,0.175,0.038503,0.504167,0.045748,0.5,0.043097,0.645833,0.046262,0.104167,0.030955,0.0,0.0,0.554065,0.043157,0.692654,0.042631,0.071958,0.012834,80
0.12,contact_frame_verifier,6,0.499801,0.037461,0.404167,0.043008,0.614583,0.040924,0.504167,0.041895,0.147917,0.038544,0.05625,0.023204,0.054167,0.02077,0.029167,0.013965,0.060417,0.019486,0.102083,0.027561,0.18125,0.032456,0.50625,0.042083,0.483333,0.044103,0.58125,0.045011,0.13125,0.034718,0.0,0.0,0.533173,0.040613,0.66125,0.044241,0.075917,0.013629,80
0.12,contact_frame_verifier,7,0.524354,0.04015,0.45,0.044787,0.595833,0.041408,0.479167,0.045526,0.139583,0.026275,0.039583,0.01564,0.0625,0.022786,0.039583,0.019486,0.075,0.023889,0.095833,0.0245,0.164583,0.032612,0.508333,0.049956,0.464583,0.04452,0.6125,0.047486,0.110417,0.032326,0.0,0.0,0.551802,0.04212,0.650646,0.042368,0.077875,0.01296,80
0.12,contact_frame_verifier,8,0.493938,0.034601,0.435417,0.047029,0.614583,0.04486,0.4875,0.040166,0.141667,0.035869,0.066667,0.02143,0.052083,0.019787,0.04375,0.020745,0.070833,0.028925,0.116667,0.029287,0.229167,0.039998,0.5,0.045386,0.472917,0.04327,0.60625,0.039088,0.1,0.032146,0.0,0.0,0.519107,0.036189,0.65325,0.044197,0.080833,0.014999,80
0.12,contact_frame_verifier,9,0.487627,0.032431,0.464583,0.041781,0.591667,0.047174,0.4875,0.047486,0.125,0.030474,0.064583,0.0236,0.052083,0.020622,0.035417,0.017134,0.070833,0.027117,0.108333,0.02793,0.204167,0.034855,0.5375,0.040668,0.475,0.046887,0.614583,0.040509,0.10625,0.031425,0.0,0.0,0.516969,0.033921,0.6578,0.044765,0.075458,0.013398,80
0.12,contrastive_invariance_learner,0,0.355915,0.035412,0.489583,0.044005,0.4,0.043331,0.452083,0.04433,0.2125,0.04149,0.122917,0.029485,0.075,0.025923,0.045833,0.019251,0.10625,0.031425,0.158333,0.0353,0.14375,0.032741,0.635417,0.043909,0.3625,0.042614,0.297917,0.043755,0.202083,0.036148,0.0,0.0,0.338728,0.036848,0.45355,0.044582,0.1225,0.018919,80
0.12,contrastive_invariance_learner,1,0.362235,0.036934,0.516667,0.04294,0.370833,0.039829,0.425,0.048236,0.1875,0.040833,0.122917,0.033757,0.09375,0.026531,0.0625,0.022033,0.095833,0.02518,0.141667,0.031348,0.164583,0.03652,0.58125,0.044634,0.379167,0.045004,0.320833,0.035716,0.197917,0.040717,0.0,0.0,0.346617,0.040279,0.476092,0.048721,0.118375,0.018282,80
0.12,contrastive_invariance_learner,2,0.341244,0.038971,0.5625,0.044017,0.408333,0.04105,0.360417,0.039603,0.204167,0.04025,0.114583,0.030526,0.091667,0.029574,0.060417,0.024131,0.0875,0.025313,0.129167,0.031816,0.164583,0.032612,0.554167,0.047129,0.322917,0.044387,0.310417,0.038871,0.220833,0.041408,0.0,0.0,0.322813,0.040621,0.424621,0.046288,0.117792,0.01658,80
0.12,contrastive_invariance_learner,3,0.381252,0.033523,0.50625,0.047368,0.372917,0.043192,0.40625,0.047865,0.225,0.036337,0.083333,0.027257,0.072917,0.022389,0.070833,0.02518,0.104167,0.030405,0.133333,0.031509,0.195833,0.042614,0.620833,0.044627,0.339583,0.041273,0.28125,0.038368,0.252083,0.049987,0.0,0.0,0.358377,0.034783,0.437862,0.043106,0.120417,0.01654,80
0.12,contrastive_invariance_learner,4,0.343644,0.030525,0.51875,0.047918,0.372917,0.046578,0.435417,0.037881,0.216667,0.040844,0.10625,0.028613,0.075,0.027195,0.064583,0.021347,0.09375,0.028376,0.133333,0.028705,0.1875,0.034071,0.627083,0.042403,0.34375,0.043231,0.347917,0.041983,0.2375,0.044551,0.0,0.0,0.324824,0.032514,0.451454,0.043626,0.119,0.018143,80
0.12,contrastive_invariance_learner,5,0.352228,0.032655,0.535417,0.045644,0.40625,0.047154,0.410417,0.044615,0.225,0.040719,0.097917,0.026435,0.083333,0.02663,0.075,0.022431,0.0875,0.024637,0.125,0.029915,0.164583,0.036979,0.614583,0.044101,0.370833,0.044247,0.322917,0.039985,0.20625,0.043192,0.0,0.0,0.334272,0.034215,0.475929,0.04593,0.120208,0.015369,80
0.12,contrastive_invariance_learner,6,0.362688,0.033032,0.51875,0.041088,0.402083,0.042582,0.4375,0.043632,0.220833,0.041814,0.114583,0.026371,0.085417,0.025984,0.075,0.024586,0.125,0.035586,0.127083,0.028613,0.158333,0.032303,0.572917,0.042641,0.366667,0.038722,0.275,0.037705,0.227083,0.044349,0.0,0.0,0.339588,0.037471,0.445496,0.044141,0.133792,0.019616,80
0.12,contrastive_invariance_learner,7,0.359765,0.034698,0.479167,0.045153,0.40625,0.039346,0.452083,0.046195,0.208333,0.041296,0.09375,0.02716,0.08125,0.02465,0.070833,0.02077,0.110417,0.029599,0.133333,0.029858,0.195833,0.03524,0.6,0.047424,0.327083,0.04168,0.254167,0.039829,0.229167,0.046986,0.0,0.0,0.339039,0.037172,0.413954,0.046947,0.1215,0.017749,80
0.12,contrastive_invariance_learner,8,0.353155,0.034247,0.520833,0.046625,0.404167,0.048192,0.4375,0.047699,0.214583,0.043172,0.085417,0.029052,0.06875,0.022276,0.05625,0.019224,0.127083,0.030332,0.141667,0.032407,0.195833,0.032237,0.564583,0.047741,0.354167,0.042455,0.277083,0.043851,0.23125,0.044063,0.0,0.0,0.333072,0.036094,0.439912,0.046095,0.12275,0.018841,80
0.12,contrastive_invariance_learner,9,0.3448,0.034185,0.5375,0.042693,0.3875,0.037559,0.416667,0.049309,0.233333,0.045978,0.1,0.02823,0.091667,0.025923,0.05625,0.018325,0.114583,0.028227,0.135417,0.031879,0.185417,0.037658,0.558333,0.042346,0.372917,0.044349,0.314583,0.038544,0.21875,0.040509,0.0,0.0,0.322294,0.035989,0.459258,0.047902,0.129792,0.020191,80
0.12,domain_randomization,0,0.336575,0.032824,0.4625,0.046115,0.425,0.047885,0.4125,0.039402,0.208333,0.039627,0.075,0.024586,0.095833,0.028925,0.0625,0.024223,0.1,0.026375,0.125,0.031023,0.14375,0.030609,0.525,0.042346,0.295833,0.048611,0.322917,0.040405,0.23125,0.042898,0.0,0.0,0.320503,0.034715,0.40045,0.050634,0.116333,0.015831,80
0.12,domain_randomization,1,0.353413,0.037143,0.497917,0.037433,0.420833,0.049301,0.420833,0.04149,0.183333,0.035633,0.122917,0.031155,0.08125,0.026626,0.054167,0.02077,0.116667,0.030969,0.139583,0.033606,0.1625,0.03128,0.55625,0.04719,0.377083,0.040153,0.329167,0.044627,0.247917,0.044634,0.0,0.0,0.33719,0.039621,0.480017,0.041079,0.120625,0.017234,80
