ablation,seed,mean_success,ci95_success,mean_valid_invariance_retention,ci95_valid_invariance_retention,mean_invalid_invariance_rejection,ci95_invalid_invariance_rejection,mean_action_equivalence_f1,ci95_action_equivalence_f1,mean_false_invariance_acceptance,ci95_false_invariance_acceptance,mean_contact_frame_violation,ci95_contact_frame_violation,mean_affordance_violation,ci95_affordance_violation,mean_temporal_order_violation,ci95_temporal_order_violation,mean_unsafe_action,ci95_unsafe_action,mean_calibration_ece,ci95_calibration_ece,mean_intervention_cost,ci95_intervention_cost,mean_observation_equivalence_score,ci95_observation_equivalence_score,mean_action_equivalence_score,ci95_action_equivalence_score,mean_physical_validity_margin,ci95_physical_validity_margin,mean_over_invariance_rate,ci95_over_invariance_rate,mean_regret_to_oracle,ci95_regret_to_oracle,mean_utility,ci95_utility,groups
minus_fixed_risk_acceptor,2,0.735417,0.041375,0.545833,0.048611,0.725,0.038591,0.63125,0.044898,0.070833,0.02077,0.033333,0.016842,0.035417,0.016119,0.035417,0.017134,0.045833,0.018353,0.079167,0.025972,0.204167,0.034367,0.614583,0.045235,0.604167,0.043243,0.720833,0.041408,0.06875,0.024444,0.0,0.0,0.820177,0.035941,80
minus_fixed_risk_acceptor,3,0.714583,0.039921,0.597917,0.036612,0.714583,0.039496,0.541667,0.041703,0.091667,0.027809,0.05,0.01874,0.039583,0.019486,0.025,0.014352,0.072917,0.026531,0.077083,0.022464,0.16875,0.03047,0.66875,0.038762,0.610417,0.045736,0.702083,0.041781,0.064583,0.0236,0.0,0.0,0.78976,0.035423,80
minus_fixed_risk_acceptor,4,0.702083,0.043368,0.583333,0.042306,0.729167,0.041245,0.61875,0.042383,0.089583,0.02392,0.0375,0.020109,0.025,0.014352,0.029167,0.015126,0.05625,0.020083,0.08125,0.02324,0.185417,0.034376,0.604167,0.045895,0.60625,0.043192,0.672917,0.048773,0.077083,0.025293,0.0,0.0,0.784771,0.040098,80
minus_fixed_risk_acceptor,5,0.716667,0.041662,0.5875,0.043477,0.754167,0.038971,0.608333,0.039882,0.075,0.023889,0.070833,0.022337,0.03125,0.014345,0.008333,0.00801,0.05625,0.0217,0.079167,0.021724,0.172917,0.029883,0.59375,0.046432,0.6625,0.043864,0.73125,0.046668,0.072917,0.019136,0.0,0.0,0.804469,0.037409,80
minus_fixed_risk_acceptor,6,0.70625,0.042799,0.570833,0.045674,0.716667,0.047353,0.589583,0.040237,0.070833,0.023081,0.054167,0.021568,0.0375,0.019251,0.020833,0.013473,0.072917,0.021622,0.0875,0.024637,0.172917,0.0331,0.604167,0.047699,0.6,0.044863,0.69375,0.038302,0.066667,0.02143,0.0,0.0,0.784427,0.038766,80
minus_fixed_risk_acceptor,7,0.683333,0.041337,0.560417,0.04905,0.716667,0.039155,0.608333,0.03815,0.079167,0.023942,0.04375,0.018139,0.035417,0.018093,0.027083,0.015855,0.05625,0.022464,0.075,0.026567,0.185417,0.033881,0.629167,0.046115,0.585417,0.043094,0.704167,0.045004,0.066667,0.024379,0.0,0.0,0.772333,0.037976,80
minus_fixed_risk_acceptor,8,0.714583,0.034961,0.5875,0.044247,0.708333,0.038765,0.614583,0.043717,0.083333,0.024655,0.052083,0.022948,0.022917,0.012657,0.025,0.013123,0.05,0.020463,0.05625,0.022464,0.185417,0.034376,0.660417,0.039174,0.572917,0.047511,0.7375,0.040166,0.085417,0.027253,0.0,0.0,0.804323,0.031366,80
minus_fixed_risk_acceptor,9,0.741667,0.038503,0.616667,0.044787,0.760417,0.038478,0.56875,0.041781,0.0875,0.025313,0.060417,0.021148,0.033333,0.014701,0.016667,0.011026,0.064583,0.019701,0.072917,0.023131,0.1625,0.033872,0.633333,0.046995,0.597917,0.044898,0.683333,0.044485,0.070833,0.02518,0.0,0.0,0.821469,0.034144,80
minus_physical_validity_classifier,0,0.6875,0.044399,0.6125,0.046042,0.583333,0.038982,0.570833,0.040584,0.1125,0.027117,0.041667,0.020545,0.03125,0.016532,0.033333,0.017817,0.066667,0.026375,0.085417,0.02324,0.202083,0.031666,0.65625,0.04362,0.539583,0.050742,0.560417,0.040363,0.114583,0.033681,0.0,0.0,0.75149,0.043961,80
minus_physical_validity_classifier,1,0.716667,0.044027,0.60625,0.043192,0.639583,0.045551,0.545833,0.048957,0.110417,0.031264,0.047917,0.021108,0.022917,0.012657,0.035417,0.016119,0.058333,0.020214,0.075,0.024586,0.204167,0.03337,0.616667,0.043253,0.535417,0.046378,0.58125,0.043871,0.102083,0.028167,0.0,0.0,0.776094,0.039633,80
minus_physical_validity_classifier,2,0.677083,0.04082,0.591667,0.046815,0.610417,0.045366,0.577083,0.049631,0.10625,0.027407,0.027083,0.014751,0.022917,0.015091,0.01875,0.011613,0.08125,0.023956,0.1,0.022204,0.2,0.030969,0.658333,0.038062,0.539583,0.043192,0.579167,0.041895,0.102083,0.029341,0.0,0.0,0.744333,0.039429,80
minus_physical_validity_classifier,3,0.666667,0.0415,0.585417,0.043094,0.6,0.040512,0.535417,0.045644,0.120833,0.028454,0.054167,0.018169,0.029167,0.013965,0.029167,0.013965,0.072917,0.027774,0.047917,0.019442,0.197917,0.031344,0.654167,0.043399,0.55,0.042066,0.6125,0.042614,0.13125,0.035201,0.0,0.0,0.729844,0.039987,80
minus_physical_validity_classifier,4,0.7,0.043253,0.570833,0.042216,0.61875,0.041579,0.516667,0.042146,0.125,0.033129,0.0375,0.015347,0.029167,0.015126,0.016667,0.012464,0.06875,0.023021,0.060417,0.018599,0.164583,0.03047,0.685417,0.043484,0.579167,0.042296,0.60625,0.043967,0.1,0.031077,0.0,0.0,0.764271,0.041675,80
minus_physical_validity_classifier,5,0.70625,0.040779,0.583333,0.043487,0.616667,0.042066,0.564583,0.043678,0.147917,0.03898,0.0375,0.020932,0.035417,0.017134,0.014583,0.010385,0.047917,0.021893,0.089583,0.027835,0.189583,0.034253,0.627083,0.048356,0.552083,0.037926,0.570833,0.039317,0.116667,0.026882,0.0,0.0,0.768417,0.040913,80
minus_physical_validity_classifier,6,0.6875,0.044017,0.595833,0.038448,0.622917,0.042602,0.516667,0.043719,0.122917,0.030052,0.039583,0.016685,0.033333,0.015808,0.0375,0.015347,0.064583,0.027561,0.072917,0.021622,0.202083,0.030024,0.66875,0.039624,0.54375,0.047475,0.575,0.046088,0.097917,0.028877,0.0,0.0,0.748448,0.041705,80
minus_physical_validity_classifier,7,0.720833,0.037559,0.61875,0.04117,0.664583,0.046668,0.51875,0.046487,0.129167,0.03286,0.041667,0.01883,0.041667,0.01883,0.020833,0.013473,0.054167,0.023801,0.102083,0.028167,0.183333,0.031077,0.589583,0.044235,0.55,0.05046,0.529167,0.049232,0.091667,0.028998,0.0,0.0,0.784604,0.035578,80
minus_physical_validity_classifier,8,0.660417,0.047368,0.595833,0.049232,0.61875,0.043172,0.585417,0.046122,0.122917,0.034253,0.054167,0.02077,0.03125,0.018462,0.03125,0.015477,0.054167,0.018169,0.070833,0.022337,0.21875,0.037478,0.677083,0.045884,0.527083,0.04592,0.554167,0.04677,0.122917,0.037093,0.0,0.0,0.723708,0.044753,80
minus_physical_validity_classifier,9,0.702083,0.040132,0.589583,0.044615,0.583333,0.040261,0.558333,0.040303,0.120833,0.03286,0.05,0.01874,0.025,0.013123,0.020833,0.012155,0.05,0.020463,0.085417,0.025984,0.2,0.037839,0.645833,0.045153,0.570833,0.043399,0.59375,0.046795,0.122917,0.034743,0.0,0.0,0.768521,0.037285,80
minus_temporal_order_check,0,0.697917,0.0403,0.55,0.044409,0.677083,0.034055,0.59375,0.043813,0.083333,0.02533,0.04375,0.019048,0.029167,0.016204,0.029167,0.015126,0.033333,0.016842,0.0875,0.027241,0.195833,0.032757,0.575,0.039797,0.608333,0.046525,0.658333,0.043057,0.075,0.024586,0.0,0.0,0.780479,0.038392,80
minus_temporal_order_check,1,0.729167,0.043243,0.58125,0.046122,0.66875,0.037881,0.579167,0.043087,0.110417,0.027835,0.054167,0.019941,0.045833,0.020932,0.047917,0.01762,0.047917,0.018554,0.09375,0.026531,0.175,0.031776,0.654167,0.048541,0.64375,0.039303,0.6875,0.044778,0.077083,0.025293,0.0,0.0,0.798625,0.039777,80
minus_temporal_order_check,2,0.73125,0.040048,0.60625,0.040779,0.716667,0.049786,0.595833,0.045303,0.1125,0.028925,0.04375,0.017183,0.029167,0.013965,0.04375,0.019914,0.041667,0.020545,0.06875,0.020704,0.204167,0.03286,0.620833,0.043477,0.595833,0.043399,0.675,0.038939,0.058333,0.018468,0.0,0.0,0.806781,0.037489,80
minus_temporal_order_check,3,0.702083,0.039709,0.585417,0.043871,0.670833,0.040668,0.522917,0.048181,0.079167,0.023942,0.05,0.021272,0.052083,0.017999,0.035417,0.017134,0.035417,0.016119,0.066667,0.020627,0.177083,0.034548,0.608333,0.044674,0.622917,0.043774,0.672917,0.038741,0.072917,0.021622,0.0,0.0,0.778406,0.037163,80
minus_temporal_order_check,4,0.704167,0.038971,0.65,0.040512,0.639583,0.03741,0.6,0.047779,0.0875,0.027241,0.041667,0.01883,0.039583,0.021148,0.033333,0.01874,0.05,0.01874,0.09375,0.021622,0.220833,0.03524,0.635417,0.045048,0.583333,0.045013,0.6625,0.04648,0.085417,0.023956,0.0,0.0,0.779917,0.035674,80
minus_temporal_order_check,5,0.729167,0.038711,0.60625,0.042799,0.666667,0.044636,0.610417,0.043075,0.104167,0.028096,0.020833,0.012155,0.033333,0.015808,0.045833,0.017409,0.039583,0.016685,0.0625,0.022033,0.202083,0.034718,0.6375,0.040998,0.602083,0.04329,0.641667,0.040303,0.060417,0.022689,0.0,0.0,0.805729,0.035064,80
minus_temporal_order_check,6,0.714583,0.037747,0.597917,0.043368,0.7,0.044409,0.5875,0.045004,0.0875,0.024637,0.04375,0.019914,0.041667,0.019707,0.0375,0.017409,0.033333,0.016842,0.060417,0.021932,0.197917,0.035393,0.654167,0.041814,0.60625,0.050072,0.658333,0.047531,0.064583,0.024305,0.0,0.0,0.795677,0.034682,80
minus_temporal_order_check,7,0.716667,0.044409,0.541667,0.048096,0.714583,0.039496,0.591667,0.043057,0.089583,0.027835,0.0375,0.016411,0.01875,0.011613,0.039583,0.016685,0.041667,0.01883,0.075,0.021665,0.185417,0.037207,0.616667,0.043253,0.583333,0.041091,0.66875,0.044823,0.10625,0.028017,0.0,0.0,0.792979,0.039558,80
minus_temporal_order_check,8,0.729167,0.040833,0.554167,0.045674,0.66875,0.0417,0.602083,0.040048,0.08125,0.02465,0.045833,0.020109,0.04375,0.018139,0.03125,0.015477,0.035417,0.017134,0.09375,0.034302,0.172917,0.032063,0.63125,0.040965,0.5875,0.045377,0.639583,0.04327,0.1,0.027626,0.0,0.0,0.806813,0.037397,80
minus_temporal_order_check,9,0.7125,0.043864,0.604167,0.046986,0.658333,0.045349,0.572917,0.038915,0.108333,0.029114,0.01875,0.011613,0.03125,0.015477,0.03125,0.017524,0.04375,0.018139,0.06875,0.024444,0.185417,0.034864,0.633333,0.042861,0.570833,0.044928,0.670833,0.043864,0.085417,0.027253,0.0,0.0,0.788156,0.04004,80
